variant,timestamp,true_flows,visible_flows,hidden_flows,spurious_flows,coverage,true_packets,est_packets,packet_acc,AAE,ARE,pct_exact,alg4_pct,alg5_pct,exact_pct,alg6_pct,min_pct,AAE_1pkt,ARE_1pkt,AAE_2pkt,ARE_2pkt,AAE_3pkt,ARE_3pkt,AAE_4_10,ARE_4_10,AAE_11_100,ARE_11_100,AAE_101plus,ARE_101plus
"lazy_bf131k_cms256x1024,trace=130200",2026-06-01T05:37:05,456332,281909,174423,2075,0.617771710070738,4935482,4045318,0.8196399054844086,0.6318244539904722,0.24033148384652772,0.7061392151367994,0.045347966897119285,0.41845772926724584,0.5361943038356349,0.0,0.0,0.28562566030318665,0.28562566030318665,0.4933039281490715,0.24665196407453574,0.7000160462130937,0.23333868207103547,1.0645167916195954,0.17819793913252202,1.8230113239200336,0.08778579692915499,3.1690978886756236,0.012651221380442433
"lazy_bf262k_cms256x1024,trace=130200",2026-06-01T05:37:09,456332,405083,51249,2641,0.8876936090390329,4935482,4579273,0.9278269072807884,0.24171836389085694,0.06426964069600889,0.857940224595947,0.2619981584021053,0.3746664263866911,0.3633354152112036,0.0,0.0,0.04487483434851856,0.04487483434851856,0.23367017643040539,0.11683508821520269,0.42485999653599676,0.1416199988453321,0.5604564898740615,0.09546341286222851,0.8733128834355828,0.04337982476224691,1.6584193663225346,0.006176606464684829
"lazy_bf524k_cms256x1024,trace=130200",2026-06-01T05:37:13,456332,447324,9008,2812,0.9802599861504343,4935482,4684671,0.9491820657030053,0.12853323318221244,0.026243374252810918,0.8946669528127263,0.5134823975462975,0.1992850819540199,0.28723252049968256,0.0,0.0,0.002527923046835388,0.002527923046835388,0.17261788617886178,0.08630894308943089,0.3273043661674752,0.1091014553891524,0.33873290630529307,0.05989687122602698,0.4474736459469284,0.021899319480469658,0.9861452122062434,0.003847715692536792
"lazy_bf1m_cms256x1024,trace=130200",2026-06-01T05:37:17,456332,454303,2029,2845,0.9955536758325079,4935482,4739046,0.9601992267421905,0.13915382465006834,0.027584408982507184,0.8785964433428791,0.6406077001472585,0.10064868600911726,0.2587436138436242,0.0,0.0,0.00015657471460699747,0.00015657471460699747,0.18512495720643615,0.09256247860321808,0.3715696465696466,0.12385654885654727,0.38896409812097255,0.06945221248369746,0.4558802308802309,0.022655588631405335,1.049100122313472,0.003559462758875306
"lazy_bf2m_cms256x1024,trace=130200",2026-06-01T05:37:21,456332,455164,1168,2846,0.9974404600159533,4935482,4703777,0.9530532174972981,0.15158931725707658,0.030023776603368964,0.8653210710864655,0.6895624434269846,0.06309154502552926,0.24734601154748617,0.0,0.0,7.101289239061352e-06,7.101289239061352e-06,0.18961283020479638,0.09480641510239819,0.40872542408051044,0.13624180802683908,0.44633058521421815,0.07967719790533541,0.4893478966151184,0.0245351023774804,0.99103690685413,0.00386024121086687
"traditional_bf131k_cms256x1024,trace=130200",2026-06-01T05:37:23,456332,223453,232879,1692,0.48967199319793486,4935482,3437911,0.6965704666737716,0.7999310817039825,0.34574452090605107,0.6498637297328744,0.0,0.35505453048292035,0.6449454695170797,0.0,0.0,0.44512504358299787,0.44512504358299787,0.6780873345188698,0.3390436672594349,0.8219988172678888,0.27399960575596305,1.2051008755234107,0.20235309756436695,1.919598265737336,0.09296804589950892,3.4954545454545456,0.013745420134873563
"traditional_bf262k_cms256x1024,trace=130200",2026-06-01T05:37:26,456332,349871,106461,2320,0.7667027515054828,4935482,3926157,0.7954961643057354,0.5277287914688557,0.19133892667492583,0.7848692803919158,0.0,0.463333628680285,0.536666371319715,0.0,0.0,0.20956724146121325,0.20956724146121325,0.45292307692307693,0.22646153846153846,0.6198945981554678,0.20663153271848883,0.9440948239106336,0.15736199599080375,1.6704854039375425,0.08227602012454963,4.226808603084945,0.013311551336707196
"traditional_bf524k_cms256x1024,trace=130200",2026-06-01T05:37:30,456332,424008,32324,2665,0.9291656074962965,4935482,4213869,0.85379077463964,0.35193675591026585,0.10030112945251889,0.8817310050753759,0.0,0.5253839550197166,0.47461604498028337,0.0,0.0,0.09682639885222381,0.09682639885222381,0.27119760207093874,0.13559880103546937,0.3919698314108252,0.13065661047027485,0.6279133297867752,0.1033414956661929,1.330650083931024,0.06199605766686147,5.4904166666666665,0.016757555887710735
"traditional_bf1m_cms256x1024,trace=130200",2026-06-01T05:37:34,456332,447808,8524,2790,0.9813206174451934,4935482,4425415,0.8966530523259937,0.2212912676861512,0.05136500469388715,0.9416557989138202,0.0,0.5429737744747749,0.4570262255252251,0.0,0.0,0.0461224166258323,0.0461224166258323,0.14518014896934003,0.07259007448467002,0.20722904262606037,0.06907634754202026,0.3623890344799199,0.05939567417141103,0.964446245670916,0.041838215526264676,4.544523246650906,0.014312895096781957
"traditional_bf2m_cms256x1024,trace=130200",2026-06-01T05:37:38,456332,452966,3366,2812,0.9926237914500846,4935482,4433458,0.8982826803947416,0.1741521438695178,0.033991551486034645,0.9676487860015983,0.0,0.5472198796377653,0.4527801203622347,0.0,0.0,0.030330405093004234,0.030330405093004234,0.08373708356557905,0.04186854178278952,0.13123989358927546,0.04374663119642484,0.25481108997010055,0.041195189772928596,0.8412930593139765,0.0354442697791767,4.389471601029092,0.015228454162544081
